meta_ref_id,quote,reports_any_result,reports_quantitative_result,reports_limitation
"Xiao X, Zhang J, Wang H, Han X, Ma J, Ma Y, et al. Distribution and health risk assessment of potentially toxic elements in soils around coal industrial areas: A global meta-analysis. Sci Total Environ. 2020;713:135292.","Regardless of specific input source, a common theme that emerges at contaminated sites is the simultaneous presence of multiple heavy metals at elevated concentrations [2, 5–8].",TRUE,TRUE,FALSE
"Ximenes NG, De Souza Moraes V, Ortega JCG, Gawryszewski FM (2020) Behavioral ecology color lures in orb-weaving spiders: a meta-analysis. Behav Ecol. https:// doi. org/ 10. 1093/ beheco/ arz210","One key aspect, however, is that most studies exploring the effect of colouration on prey capture have considered only dorsal patterns (Gawryszewski and Motta 2012; White et al. 2017; Ximenes et al. 2020).",FALSE,FALSE,TRUE
"Ximenes NG, De Souza Moraes V, Ortega JCG, Gawryszewski FM (2020) Behavioral ecology color lures in orb-weaving spiders: a meta-analysis. Behav Ecol. https:// doi. org/ 10. 1093/ beheco/ arz210","The latter is widely acknowledged as a common function of colouration in the literature (Craig and Ebert 1994; Bush et al. 2008; White and Kemp 2015; Liao et al. 2019; Peng et al. 2020; Ximenes et al. 2020; Kemp et al. 2022), suggesting that individuals with conspicuous and bright colours capture more prey than individuals with dark coloration (Tso et al. 2002; Liao et al. 2019)",TRUE,FALSE,FALSE
"Xu, J., Morris, P. J., Liu, J., and Holden, J.: PEATMAP: Refining Estimates of Global Peatland Distribution Based on a Meta-Analysis, Catena, 160, 134â€“140, https://doi.org/10.1016/j.catena.2017.09.010, 2018.","Tropical peatlands contain approximately one-sixth of the global soil carbon pool (Page et al., 2011, 2022; Xu et al., 2018).",TRUE,TRUE,FALSE
"Xu, W.F., Yuan, W.P., Dong, W.J., Xia, J.Z., Liu, D. & Chen, Y. (2013) A meta-analysis of the response of soil moisture to experimental warming. Environmental Research Letters, 8, 044027.","However, warming effects on FCO2 shifted from positive to neg- ative when the soil water content decreases to a low level (Figure 4c), emphasizing the counter-effect of increased water loss from warming-enhanced tran- spiration rates as seen in some studies on forest eco- systems (Allison et al., 2010; Rustad et al., 2001; Xu et al., 2013).",TRUE,FALSE,FALSE
"Y.-.B. Song, F.-.H. Yu, L.H. Keser, W. Dawson, M. Fischer, M. Dong, M. van Kleunen. United we stand, divided we fall: a meta-analysis of experiments on clonal integration and its relationship to invasiveness. Oecologia, 171 (2013), pp. 317-327, 10.1007/s00442-012-2430-9","Resource transport can move acropetally or basipetally, depending on the species and environmental conditions (JÃ³nsdÃ³ttir and Watson, 1997; Portela et al., 2021; Song et al., 2013; Stuefer et al., 1994), and is generally a regulated process (Alpert et al., 2002; Novoplansky, 2009).",TRUE,FALSE,FALSE
"Yahdjian L, Gherardi L, Sala OE (2011) Nitrogen limitation in arid-subhumid ecosystems: a meta-analysis of fertilization studies. Journal of Arid Environments 75:675â€“680. https://doi.org/10.1016/j.jaridenv.2011.03.003","Arid systems are often limited in nutrients. such as nitrogen, which are critical to plant growth (Yahdjian et al. 2011)",TRUE,FALSE,FALSE
"Yahdjian L, Gherardi L, Sala OE (2011) Nitrogen limitation in arid-subhumid ecosystems: a meta-analysis of fertilization studies. Journal of Arid Environments 75:675â€“680. https://doi.org/10.1016/j.jaridenv.2011.03.003","Arid ecosystems are often limited in nutrients such as nitrogen (N) and phosphorous (P) (Yahdjian et al. 2011) with nutrient uptake by plants further limited by low moisture availability (Huang et al. 2019), and as a consequence, the effect of fertilizers is found to be variable in revegetation work",TRUE,FALSE,FALSE
"Yahdjian L, Gherardi L, Sala OE (2011) Nitrogen limitation in arid-subhumid ecosystems: a meta-analysis of fertilization studies. Journal of Arid Environments 75:675â€“680. https://doi.org/10.1016/j.jaridenv.2011.03.003","Plant growth is also limited by low soil nutrients, such as low nitrogen (Yahdjian et al. 2011), as these areas are often composed of naturally nutrient-poor soil types such as sands",TRUE,FALSE,FALSE
"Yan L, Zhou G, Zhang F (2013) Effects of different grazing intensities on grassland production in China: a meta-analysis. PLoS One 8:e81466","Similar increases in root biomass as a storage function for sprouting are usually found in grass and shrub species, particularly growth under higher disturbance habitats, such as tropical savanna (van der Maarel and Titlyanova 1989; Bowen and Pate 1993; Schulze et al. 2005; Yan et al. 2013).",TRUE,FALSE,FALSE
"Yang LH, Edwards KF, Byrnes JE et al (2010) A meta-analysis of resource pulseâ€“consumer interactions. Ecol Monogr 80:125â€“151",Resource pulses (such as leaf fall into streams) are characterised by high concentrations of resources over short periods of time relative to the timescale of consumers (Yang et al. 2010).,FALSE,FALSE,FALSE
"Yang LH, Edwards KF, Byrnes JE et al (2010) A meta-analysis of resource pulseâ€“consumer interactions. Ecol Monogr 80:125â€“151","Supplementation of these resources can produce marked changes in species diversity and community structure, especially over the short term (Yang et al. 2010)",TRUE,FALSE,FALSE
"Yang Y, Chen X, Liu L, Li T, Dou Y, Qiao J, Chang SX (2022) Nitrogen fertilization weakens the linkage between soil carbon and microbial diversity: a global meta-analysis. Glob Chang Biol","Soil, climate and other environmental factors have their own forms and changing rules (Yang et al. 2022).",TRUE,FALSE,FALSE
"Yarnall, A.H., Byers, J.E., Yeager, L.A. & Fodrie, F.J. (2022) Comparing edge and fragmentation effects within seagrass communities: a meta-analysis. Ecology, 103, e3603.","Although our findings suggest that there were no general increases or decreases in Z. muelleri extent over the last 5 years, there is evidence of patchlevel variability and seasonal dynamics that potentially affect ecosystem function (Yarnall et al., 2022)",TRUE,FALSE,FALSE
"Yarnall, A.H., Byers, J.E., Yeager, L.A. & Fodrie, F.J. (2022)Comparing edge and fragmentation effects within seagrass com-munities: a meta-analysis. Ecology, 103, e3603.","While most authors treat habitat loss and fragmentationas indistinguishable, controlling for the effects of habi-tat amount is necessary to assess habitat fragmentationper se (Fahrig, 2003, 2017; Hadley & Betts, 2016; Yarnallet al., 2022)",FALSE,FALSE,FALSE
"Yates MC, Fraser DJ, Derry AM (2019) Meta-analysis supports further refinement of eDNA for monitoring aquatic speciesspecific abundance in nature. Environ DNA 1: 5âˆ’13","We have therefore included relative read counts in our ecological analyses, but it is important to realize that several factors, like PCR bias, can influence relative read counts and thereby compromise inferences on relative biomass/abundance (Fonseca 2018, Yates et al. 2019).",TRUE,FALSE,FALSE
"Ye, Z., Zhang, X., Luo, Y., Li, S., Huang, L., Li, Z., Li, P., Chen, G., 2016. Prognostic values of vimentin expression and its clinicopathological significance in non-small cell lung cancer: a meta-analysis of observational studies with 4118 cases. PLoS One 11 (9), e0163162. https://doi.org/10.1371/journal.pone.0163162.","It has been shown that a high expression level of vimentin is linked to the spread of disease, a bad prognosis, and a shorter overall patient survival time (Ye et al., 2016).",TRUE,FALSE,FALSE
"Yeager, L. A., J. Estrada, K. Holt, S. R. Keyser, and T. A. Oke. 2020. â€œAre Habitat Fragmentation Effects Stronger in Marine Systems? A Review and Meta-Analysis.â€ Current Landscape Ecology Reports 5: 58â€“67. https://doi.org/10.1007/s40823-020-00053-w.","The ecological consequences of extirpation patches in the middle of a speciesâ€™ range are uncertain, and the implications for metapopulation connectivity and range shifts are complex and understudied in marine systems compared with terrestrial and aquatic ones (Yeager et al., 2020).",FALSE,FALSE,FALSE
"Yin, J., Zhou, M., Lin, Z., Li, Q. Q., & Zhang, Y. Y. (2019). Transgenerational effects benefit offspring across diverse environments: A metaanalysis in plants and animals. Ecology Letters, 22(11), 1976â€“1986. https://doi.org/10.1111/ele.13373","Maternal effects may be adaptive when mothers' experience of the environment is transmitted to the next generation (e.g., via molecular markers, hormones, resources, or care), and when this increases offspring fitness (Love & Williams, 2008; Mousseau & Fox, 1998; Weber et al., 2018; Yin et al., 2019; Zhang et al., 2020).",TRUE,FALSE,FALSE
"You C, Wu F, Gan Y, et al. (2017) Grass and forbs respond differently to nitrogen addition: a meta-analysis of global grassland ecosystems. Sci Rep 7:1563.","Numerous studies had explored the effects of N enrichment on different plant functional groups in grassland, and it has formed a general recognition that the enrichment of N availability can increase the relative biomass of grasses and reduce the relative biomass of forbs (Song et al. 2011; You et al. 2017).",TRUE,FALSE,FALSE
"Yue, K., Peng, Y., Peng, C., Yang, W., Peng, X., Wu, F., 2016. Stimulation of terrestrial ecosystem carbon storage by nitrogen addition: A meta-analysis. Sci. Rep. 6, 1â€“10. https://doi.org/10.1038/srep19895.","In our sampled plots, the net N min rate was closely linked to the OM, TC and TN; this finding confirms the importance of organic matter input in nutrient-poor soil. N deposition causes a plant biomass increase and thus a need for other nutrients (Yue et al., 2016).",TRUE,FALSE,FALSE
Zhang J et al (2016) The association between polymorphisms in the PDCD1 gene and the risk of cancer: a PRISMA-compliant metaanalysis. Medicine 95(40):e4423,"A meta-analysis study has also been showed that the GA genotype is associated with a reduced risk of cancer, which could be due to a decrease in the expression of the PD-1 gene (Zhang et al. 2016; Hashemi et al. 2019).",TRUE,FALSE,FALSE
"Zhang P, Li B, Wu J, Hu S (2019) Invasive plants differentially affect soil biota through litter and rhizosphere pathways: a meta-analysis. Ecol Lett 22:200â€“210. https:// doi. org/10. 1111/ele. 13181","A recent meta-analysis showed strong impacts of invasive species on soil systems, by altering microbial communities as well as nutrient cycling (Zhang et al. 2019), which may facilitate alien plant invasion.",TRUE,TRUE,FALSE
"Zhang P, Li B, Wu JH, Hu SJ (2019) Invasive plants differentially affect soil biota through litter and rhizosphere pathways: a meta-analysis. Ecol Lett 22:200â€“210. https:// doi. org/ 10. 1111/ ele. 13181",One of the primary ways invasive plants increase nutrient cycling is by enhancing the flow of resources to microbial decomposers through changes in the quantity and quality of detrital and root inputs (Ehrenfeld 2003; Jo et al. 2017; Zhang et al. 2019).,TRUE,FALSE,FALSE
"Zhang, C. et al. (2019) Intercropping cereals with faba bean reduces plant disease incidence regardless of fertilizer input; a meta-analysis. Eur. J. Plant Pathol. 154, 931â€“942","Other studies suggest that litter diversity also influences soil community composition [68,69].",TRUE,FALSE,FALSE
"Zhang, H.G., Lv, M.H., Yi, W.B., Zhu, W.B., Bu, W.J., 2017. Species diversity can be overestimated by a fixed empirical threshold: insights from DNA barcoding of the genus Cletus (Hemiptera: Coreidae) and the meta-analysis of COI data from previous phylogeographical studies. Mol. Ecol. Resour. 17, 314â€“323.","We collected data across 36 samples allocated into taxonomy as follows: C. punctiger (n = 15), C. graminis (n = 17), and one individual from each of the four species in clades II and III which are closely related by morphological and molecular evidence (Zheng and Dong, 1995; Zheng and Chen, 1998; Zhang et al., 2017)",FALSE,FALSE,FALSE
"Zhang, H.G., Lv, M.H., Yi, W.B., Zhu, W.B., Bu, W.J., 2017. Species diversity can be overestimated by a fixed empirical threshold: insights from DNA barcoding of the genus Cletus (Hemiptera: Coreidae) and the meta-analysis of COI data from previous phylogeographical studies. Mol. Ecol. Resour. 17, 314â€“323.","In addition, we downloaded 366 COI barcoding sequences from GenBank (COI366 dataset with a length of 982 bp) by Zhang et al., 2017 to explore the relationship with more extensive coverage.",FALSE,FALSE,FALSE
"Zhang, H.G., Lv, M.H., Yi, W.B., Zhu, W.B., Bu, W.J., 2017. Species diversity can be overestimated by a fixed empirical threshold: insights from DNA barcoding of the genus Cletus (Hemiptera: Coreidae) and the meta-analysis of COI data from previous phylogeographical studies. Mol. Ecol. Resour. 17, 314â€“323.","According to interspecific or intraspecific genetic divergence, Zhang et al. (2017) determined that C. graminis Hsiao & Zheng, 1964 was the same species as C. punctiger (Dallas, 1852) and C. pugnator (Fabricius, 1787) was indeed distributed in southern China based on a meta-analysis of DNA barcoding",TRUE,FALSE,FALSE
"Zhang, H.G., Lv, M.H., Yi, W.B., Zhu, W.B., Bu, W.J., 2017. Species diversity can be overestimated by a fixed empirical threshold: insights from DNA barcoding of the genus Cletus (Hemiptera: Coreidae) and the meta-analysis of COI data from previous phylogeographical studies. Mol. Ecol. Resour. 17, 314â€“323.","Thus far, species division of Cletus in China has relied on primary morphological descriptions and DNA barcoding data (Hsiao et al., 1977; Zhang et al., 2017; Zheng and Dong, 1995), and the lack of additional molecular data has restricted further diversification studies",FALSE,FALSE,FALSE
"Zhang, H.G., Lv, M.H., Yi, W.B., Zhu, W.B., Bu, W.J., 2017. Species diversity can be overestimated by a fixed empirical threshold: insights from DNA barcoding of the genus Cletus (Hemiptera: Coreidae) and the meta-analysis of COI data from previous phylogeographical studies. Mol. Ecol. Resour. 17, 314â€“323.","Similarly, the above results yielded three well-supported phylogroups containing the main sister relationships for closely related Cletus species in China, in accordance with previous morphological and barcoding results (Zheng and Dong, 1995; Zheng and Chen, 1998; Zhang et al., 2017): clade I which included all C. punctiger and C. graminis samples; clade II, which consisted of C. trigonus and C. pungnator; and clade III, which contained C. schmidti and C. punctulatus.",TRUE,FALSE,FALSE
"Zhang, H.G., Lv, M.H., Yi, W.B., Zhu, W.B., Bu, W.J., 2017. Species diversity can be overestimated by a fixed empirical threshold: insights from DNA barcoding of the genus Cletus (Hemiptera: Coreidae) and the meta-analysis of COI data from previous phylogeographical studies. Mol. Ecol. Resour. 17, 314â€“323.","However, Zhang et al. (2017) found genetic divergence and appearance differences for C. trigonus and C. pugnator which were confirmed by our study (Figs. 2, 3)",TRUE,FALSE,FALSE
"Zhang, H.G., Lv, M.H., Yi, W.B., Zhu, W.B., Bu, W.J., 2017. Species diversity can be overestimated by a fixed empirical threshold: insights from DNA barcoding of the genus Cletus (Hemiptera: Coreidae) and the meta-analysis of COI data from previous phylogeographical studies. Mol. Ecol. Resour. 17, 314â€“323.","Collectively, our analyses reject the hypothesis that C. punctiger and C. graminis form one species (Zhang et al., 2017)",TRUE,FALSE,FALSE
"Zhang, H.G., Lv, M.H., Yi, W.B., Zhu, W.B., Bu, W.J., 2017. Species diversity can be overestimated by a fixed empirical threshold: insights from DNA barcoding of the genus Cletus (Hemiptera: Coreidae) and the meta-analysis of COI data from previous phylogeographical studies. Mol. Ecol. Resour. 17, 314â€“323.","Extensive barcoding from a previous study (Supplementary Fig. S2) (Zhang et al., 2017) provide evidence of interspecies mtDNA introgression between C. punctiger and C. graminis",TRUE,FALSE,FALSE
"Zhang, H.G., Lv, M.H., Yi, W.B., Zhu, W.B., Bu, W.J., 2017. Species diversity can be overestimated by a fixed empirical threshold: insights from DNA barcoding of the genus Cletus (Hemiptera: Coreidae) and the meta-analysis of COI data from previous phylogeographical studies. Mol. Ecol. Resour. 17, 314â€“323.","For clade I, C. graminis and C. punctiger, which both damage rice (Hsiao et al., 1977; Schaefer and Panizzi, 2000; Zhang, 1985), were identified as separate species according to morphological characteristics (Supplementary Fig. S1), but Zhang et al. (2017) suggested that the two were one species based on COI barcoding data (discussion in the next part)",FALSE,FALSE,FALSE
"Zhang, J. & Elser, J.J. (2017) Carbon: nitrogen: phosphorus stoichiometry in fungi: a meta-analysis. Frontiers in Microbiology, 8, 1281.","We retrieved fungal trait data related to growth and nutrition from the Fungal Functional Trait database (FunFun) (Zanne et al., 2020), including N and P concentrations in fungal mycelial tissues obtained from the database but originally derived from Zhang and Elser (2017).",FALSE,FALSE,FALSE
"Zhang, L., Jing, Y., Chen, C., Xiang, Y., Rezaei Rashti, M., Li, Y., Deng, Q. and Zhang, R., 2021. Effects of biochar application on soil nitrogen transformation, microbial functional genes, enzyme activity, and plant nitrogen uptake: A metaâ€analysis of field studies. GCB Bioenergy, 13(12), pp.1859-1873.","The acceleration of N cycling processes with addition of bagasse biochar could be due to stimulated microbial activity and stabilization of the microbial community (Lehmann et al., 2011; Nelissen et al., 2015; Gul et al., 2016; Zhang et al., 2021).",TRUE,FALSE,FALSE
"Zhang, X., Xing, Y., Yan, G., Han, S., & Wang, Q. (2019). Effects of precipitation change on fine root morphology and dynamics at a global scale: A meta-analysis. Canadian Journal of Soil Science, 99(1), 1â€“11. https://doi.org/10.1139/cjss-2018- 0114","A meta-analysis of 598 observations and papers confirmed that decreased precipitation accelerates root turnover; however, these fine root responses vary depending on the species and their life form (Zhang et al., 2019).",TRUE,FALSE,FALSE
"Zhang, Z. et al. (2021) Effect of allelopathy on plant performance: a meta-analysis. Ecol. Lett. 24, 348â€“362","Positive plant diversityâ€“productivity relationships become stronger over time in grasslands [1], forests [2â€“4], and agroecosystems [5,6]",TRUE,FALSE,FALSE
"Zhang, Z. et al. (2021) Effect of allelopathy on plant performance: a meta-analysis. Ecol. Lett. 24, 348â€“362","In a 2-year field intercropping experiment, the maize partial land equivalent ratio (PLER) of maize/soybean and maize/peanut intercropping systems not receiving N fertilization increased and resulted in higher total LERs of intercropping systems during the second year of cultivation [5]",TRUE,FALSE,FALSE
"Zhang, Z. et al. (2021) Effect of allelopathy on plant performance: a meta-analysis. Ecol. Lett. 24, 348â€“362","The decomposition of legume roots and nodules in the long-term can contribute to N uptake of succeeding maize plants [33], possibly explaining the overyielding of intercropping over time without N fertilization [5].",TRUE,FALSE,FALSE
"Zhang, Z. et al. (2021) Effect of allelopathy on plant performance: a meta-analysis. Ecol. Lett. 24, 348â€“362","In agroecosystems, the yield advantages of intercropping (see Glossary) maize (Zea mays L.)/soybean (Glycine max L.) and maize/peanut (Arachis hypogaea L.) increased over time, but only in the absence of N fertilization [5]. Identifying;N fixation by legumes and N transfer to nonlegumes contribute to overyielding and higher N use efficiency in species mixtures [5,29], a process most closely linked mechanistically to facilitation [22]",TRUE,FALSE,FALSE
"Zhang, Z., Liu, Y., Yuan, L., Weber, E. & van Kleunen, M. (2020) Effect of allelopathy on plant performance: a metaâ€“analysis. Ecology Letters, 24, 348â€“362.","Much of this research has focused on a proposed evolutionary trade-off where non-native species experience relaxed selection on herbivore defence and evolve greater allocation to growth and competitive abilityâ€”EICA (Callaway et al., 2022; Zhang et al., 2020).",TRUE,FALSE,FALSE
"Zhang, Z., Liu, Y., Yuan, L., Weber, E. and van Kleunen, M. 2021. Effect of allelopathy on plant performance: a meta-analysis. â€“ Ecol. Lett. 24: 348â€“362.","Many invasive plants besides garlic mustard exhibit allelopathic traits (Kalisz et al. 2021, Zhang et al. 2021), and have the potential to impact native plant communities in a similar way via mutualism disruption (Hale and Kalisz 2012, Grove et al. 2017a).",TRUE,FALSE,FALSE
"Zhang, Z., Liu, Y., Yuan, L., Weber, E. and van Kleunen, M. 2021. Effect of allelopathy on plant performance: a meta-analysis. â€“ Ecol. Lett. 24: 348â€“362.","However, because the effects of these allelopathic species are rarely assessed under field conditions (Zhang et al. 2021), mycorrhizal mutualism disruption by allelopathic plant invaders likely remains an underestimated threat to global plant communities",FALSE,FALSE,TRUE
"Zhang, Z., Liu, Y., Yuan, L., Weber, E. and van Kleunen, M. 2021. Effect of allelopathy on plant performance: a meta-analysis. â€“ Ecol. Lett. 24: 348â€“362.","Invasive plants can disrupt mycorrhizas by releasing secondary metabolites that are toxic to mycorrhizal fungi in the soil, thereby preventing the exchange of nutrients and water for photosynthetically-derived carbon compounds between mycorrhizal fungi and plants (Cipollini et al. 2012, Hale and Kalisz 2012, Zhang et al. 2021).",TRUE,FALSE,FALSE
"Zhao, J. et al. (2022) Global systematic review with metaanalysis reveals yield advantage of legume-based rotations and its drivers. Nat. Commun. 13, 4926","Legume root and nodule decomposition contribute large amounts of N to cover crop and crop rotation systems and to legumeâ€“grass forage mixtures [32,35].",TRUE,TRUE,FALSE
"Zheng M, Zhou Z, Luo Y, Zhao P, Mo J. 2019. Global pattern and controls of biological nitrogen fixation under nutrient enrichment: a meta-analysis. Global Change Biology 25:3018â€“ 3030",Soil N availability has been reported to inhibit ANF rate (Barron and others 2009; Zheng and others 2019).,TRUE,FALSE,FALSE
"Zheng M, Zhou Z, Luo Y, Zhao P, Mo J. 2019. Global pattern and controls of biological nitrogen fixation under nutrient enrichment: a meta-analysis. Global Change Biology 25:3018â€“ 3030",Similar cases have been found in our previous studies (Li and others 2018a; Zheng and others 2018; Wang and others 2019) or other studies (Norman and Friesen 2017; Dynarski and Houlton 2018; Rousk and others 2018; Zheng and others 2019).,TRUE,FALSE,FALSE
"Zhou M, Butterbach-Bahl K, Vereecken H, BrÃ¼ggemann N. A meta-analysis of soil salinization effects on nitrogen pools, cycles and fluxes in coastal ecosystems. Glob Chang Biol. 2017;23:1338â€“52.","Moreover, due to climate change, soil salinity is increasing in formerly freshwater wetlands, causing changes to microbial and plant communities [6â€“8] and potentially leading to biodiversity loss [9].",FALSE,FALSE,FALSE
"Zhou Z, Wang C, Luo Y (2020) Meta-analysis of the impacts of global change factors on soil microbial diversity and functionality. Nat Commun 11(1). https://doi.org/10.1038/s41467-020-16881-7","For microorganisms, the abrupt exposure to HM may not necessarily severely compromise alpha-diversity levels, though beta-diversity may rapidly change [109,110,111].",TRUE,FALSE,FALSE
"Zhou, L., Zhou, X., Shao, J., Nie, Y., He, Y., Jiang, L. et al. (2016) Interactive effects of global change factors on soil respiration and its components: a meta-analysis. Global Change Biology, 22, 3157â€“3169.","Accordingly, the interaction types were classified as additive, synergistic, and antagonistic interactions based on the 95% CI of the interaction effect, following the method in Zhou et al. (2016, 2020).",FALSE,FALSE,FALSE
"Zhou, L., Zhou, X., Shao, J., Nie, Y., He, Y., Jiang, L. et al. (2016) Interactive effects of global change factors on soil respiration and its components: a meta-analysis. Global Change Biology, 22, 3157â€“3169.","In contrast, recent meta-analyses suggest that additive, rather than synergistic or antag- onistic, effects of two global change factors on terres- trial carbon/nutrient cycling are more common (Song et al., 2019; Yue et al., 2017; Zhou et al., 2016)",TRUE,FALSE,FALSE
"Zhou, L., Zhou, X., Shao, J., Nie, Y., He, Y., Jiang, L. et al. (2016) Interactive effects of global change factors on soil respiration and its components: a meta-analysis. Global Change Biology, 22, 3157â€“3169.","Previous meta-analyses have studied the effect on soil respiration of individual disturbance factors such as cli- mate warming (Lu et al., 2013; Rustad et al., 2001; Wang et al., 2014), changes in precipitation (Liu et al., 2016; Vicca et al., 2014; Wu et al., 2011), nitrogen addition (Chen et al., 2015; Janssens et al., 2010; Zhou et al., 2014), fire (Wang et al., 2012) and interaction of some global warm- ing factors such as warming and drought, or warming and increased precipitation (Zhou et al., 2016) across different biomes.",TRUE,FALSE,FALSE
"Zhou, L., Zhou, X., Shao, J., Nie, Y., He, Y., Jiang, L. et al. (2016) Interactive effects of global change factors on soil respiration and its components: a meta-analysis. Global Change Biology, 22, 3157â€“3169.","In addition to the initial search results, studies in the soil respiration database developed by Bond-Lamberty and Thomson (2010) and data from previous meta-analyses on soil respiration (Liu et al., 2016; Wang et al., 2014; Zhou et al., 2016) that fit our criteria were also included.",FALSE,FALSE,FALSE
"Zhou, L., Zhou, X., Zhang, B., Lu, M., Luo, Y., Liu, L. et al. (2014) Different responses of soil respiration and its components to ni- trogen addition among biomes: a meta-analysis. Global Change Biology, 20, 2332â€“2343.","Previous meta-analyses have studied the effect on soil respiration of individual disturbance factors such as cli- mate warming (Lu et al., 2013; Rustad et al., 2001; Wang et al., 2014), changes in precipitation (Liu et al., 2016; Vicca et al., 2014; Wu et al., 2011), nitrogen addition (Chen et al., 2015; Janssens et al., 2010; Zhou et al., 2014), fire (Wang et al., 2012) and interaction of some global warm- ing factors such as warming and drought, or warming and increased precipitation (Zhou et al., 2016) across different biomes.",FALSE,FALSE,FALSE
"Zhou, Z., Wang, C. & Luo, Y. (2020) Meta-analysis of the impacts of global change factors on soil microbial diversity and functionality. Nature Communications, 11, 3072.","It is increasingly acknowledged that changes in soil microbial communities influence plants and aboveground biota using plants as resources (Hawkes & Keitt, 2015; Howard et al., 2020; Zhou et al., 2020).",TRUE,FALSE,FALSE
"Zhu H, Zhao S, Jiao R, et al. Prognostic and clinicopathological significance of SNHG20 in human cancers: a meta-analysis. Cancer Cell Int. 2020;20:304.","SNHG20 expression was increased in multiple cancers, suggesting an effect of SNHG20 on cancer development and progression.26",TRUE,FALSE,FALSE
"Zschaeck, S. et al. Individual patient data meta-analysis of FMISO and FAZA hypoxia PET scans from head and neck cancer patients undergoing definitive radio-chemotherapy. Radiother. Oncol. 149, 189â€“196 (2020).",High levels of hypoxia are associated with poor prognosis in multiple cancers46â€“48.,TRUE,FALSE,FALSE
"Zuliani, M., Ghazian, N. and Lortie, C. 2021a. A meta-analysis of shrub density as a predictor of animal abundance. â€“ Knowledge Network for Biocomplexity. https://doi:10.5063/4X5662.",Data are available on The Knowledge Network of Biocomplexity (Zuliani et al. 2021a).,FALSE,FALSE,FALSE
"Zvereva EL, Kozlov MV (2006) Consequences of simultaneous elevation of carbon dioxide and temperature for plant-herbivore interactions: a metaanalysis. Glob Chang Biol 12:27â€“41. https://doi. org/10.1111/j.1365-2486.2005.01086.x","Meta-analysis indicates that terpene production is largely unafected by CO2 elevation alone, but is increased when temperature and CO2 are elevated simultaneously (Zvereva and Kozlov 2006).",TRUE,FALSE,FALSE
"Zvereva EL, Kozlov MV (2006) Consequences of simultaneous elevation of carbon dioxide and temperature for plant-herbivore interactions: a metaanalysis. Glob Chang Biol 12:27â€“41. https://doi. org/10.1111/j.1365-2486.2005.01086.x","Terpene production in plants has generally been found to increase under higher temperatures (Ibrahim et al. 2010; Yang et al. 2021), which could mean that plants are able to increase resource allocation to defense under favorable environmental conditions like those typically found during the peak of the growing season (Zvereva and Kozlov 2006), or perhaps that higher terpene production in warmer seasons is a pre-programmed response shaped by natural selection to counteract faster herbivore development.",TRUE,FALSE,FALSE
"Zvereva EL, Kozlov MV (2006) Consequences of simultaneous elevation of carbon dioxide and temperature for plant-herbivore interactions: a metaanalysis. Glob Chang Biol 12:27â€“41. https://doi. org/10.1111/j.1365-2486.2005.01086.x","Nitrogen, the primary nutritional element limiting insect growth, is known to be present at subaverage concentrations in foliage subject to elevated CO2 and temperature â€“ which in turn stimulates insects to consume more foliage to compensate for reduced nutrient availability (Zvereva and Kozlov 2006).",TRUE,FALSE,FALSE
"Zvereva EL, Kozlov MV (2015) The costs and effectiveness of chemical defenses in herbivorous insects: a meta-analysis. Ecol Monogr 86:107â€“124","Additionally, chemical defenses are often costly (Ojala et al. 2005; Sandre et al. 2007; Zvereva and Kozlov 2015; Burdfield-Steel et al. 2019).",TRUE,FALSE,FALSE
"Zvereva EL, Kozlov MV (2016) The costs and effectiveness of chemical defenses in herbivorous insects: a meta-analysis. Ecol Monogr 86:107â€“124. https:// doi. org/ 10. 1890/ 15- 0911.1Â¥","Among them, investigating the chemical signals of insects that feed on plants is fascinating because many herbivores use secondary metabolites (allelochemicals) that plants produce as anti-herbivorous defenses to regulate behaviors as important as mating (Zvereva and Kozlov 2016).",TRUE,FALSE,FALSE
"Zvereva, E. L. & Kozlov, M. V. Latitudinal gradient in the intensity of biotic interactions in terrestrial ecosystems: sources of variation and differences from the diversity gradient revealed by metaâ€analysis. Ecol. Lett. 24, 2506â€“2520 (2021).","One possible cause of this pattern, supported by recent empirical evidence14,15,16,17,18, is that antagonistic species interactions become more intense toward the tropics9,12,13 owing to the increased biodiversity, density or activity levels in the more productive, warmer and more seasonally stable tropics (reviewed by ref. 19).",TRUE,FALSE,FALSE
"Zvereva, E. L. and Kozlov, M. V. 2021. Latitudinal gradient in the intensity of biotic interactions in terrestrial ecosystems: sources of variation and differences from the diversity gradient revealed by meta-analysis. â€“ Ecol. Lett. 24: 2506â€“2520.","The latitudinal gradients of plants with domatia and EFNs mirror patterns of the herbivory intensity (Zvereva and Kozlov 2021), which supports previous findings that the benefits of ant-plant protective mutualisms are context-dependent and only significant when the plants are experiencing high herbivory pressure (Palmer et al. 2008, Calixto et al. 2021a).",TRUE,FALSE,FALSE
"Zvereva, E. L. and Kozlov, M. V. 2021. Latitudinal gradient in the intensity of biotic interactions in terrestrial ecosystems: sources of variation and differences from the diversity gradient revealed by meta-analysis. â€“ Ecol. Lett. 24: 2506â€“2520.","The lack of consensus around the LHH has driven concerns over publication and methodological biases that over-or underestimate the strength of the latitudinal gradients of herbivory (Moles 2013, Anstett et al. 2016, Moles and Ollerton 2016, Zvereva and Kozlov 2019, 2021)",TRUE,FALSE,FALSE
