article_id,meta_ref_id,is_meta_ref_meta_analysis,meta_ref_section,meta_ref_section_adj,meta_ref_quotes
ecology_letters_000368,"viechtbauer, w. (2010) conducting meta-analyses in r with the metafor package. journal of statistical software, 36, 1–48.",FALSE,NA,NA,NA
ecology_letters_000368,"wilson, s.j., polanin, j.r. & lipsey, m.w. (2016) fitting meta-analytic structural equation models with complex datasets. research synthesis methods, 7, 121–139.",FALSE,NA,NA,NA
ecology_letters_000390,"poorter, h., niklas, k.j., reich, p.b., oleksyn, j., poot, p. & mommer, l. (2012) biomass allocation to leaves, stems and roots: metaanalyses of interspecific variation and environmental control. new phytologist, 193, 30–50.",TRUE,introduction,introduction,"for example, more c could be allocated to nonphotosynthetic parts such as stems for harvesting light or to roots for absorbing belowground resources, depending on the main type of resource limitation (other ref; poorter et al., 2012)."
ecology_letters_000390,"poorter, h., niklas, k.j., reich, p.b., oleksyn, j., poot, p. & mommer, l. (2012) biomass allocation to leaves, stems and roots: metaanalyses of interspecific variation and environmental control. new phytologist, 193, 30–50.",TRUE,discussion/conclusion,results/discussion/conclusion,"first, high sm can relieve plant water stress and reduce the need for c investment for acquiring and transporting water (other ref; poorter et al., 2012), which can shift more c to leaves and hence increase pleaf; second, an increase in sm can increase the activities of soil microbes and accelerate the mineralization of soil n and phosphorus (other ref), which can also reduce the need of allocating more c to root systems (other ref; poorter et al., 2012)."
ecology_letters_000411,"van klink, r., bowler, d.e., gongalsky, k.b., swengel, a.b., gentile, a. & chase, j.m. (2020) meta-analysis reveals declines in terrestrial but increases in freshwater insect abundances. science, 368, 417–420.",TRUE,discussion/conclusion,results/discussion/conclusion,"given the large contribution of invertebrate herbivores to ecosystem functioning (soliveres et al., 2016), and the ongoing changes in insect biomass currently occurring in terrestrial systems (van klink et al., 2020), the need to improve our understanding of the drivers regulating insect biomass and impact is taking on a new importance."
ecology_letters_000411,"endara, m.-j. & coley, p.d. (2011) the resource availability hypothesis revisited: a meta-analysis. functional ecology, 25, 389–398.",TRUE,introduction,introduction,"several studies use herbivore damage to infer impact (e.g. crutsinger et al., 2008; denno et al., 2002; ebeling et al., 2022; endara & coley, 2011). h"
ecology_letters_000411,"coupe, m.d. & cahill, j.f. (2003) effects of insects on primary production in temperate herbaceous communities: a meta-analysis. ecological entomology, 28, 511–521.",TRUE,introduction,introduction,"while few studies have assessed the relationship between herbivore and plant biomass along productivity gradients, our understanding of how the impact of herbivores, that is, their effect on plant biomass or other community components, changes across these gradients is even less clear (barnes et al., 2020; coupe & cahill, 2003; schädler et al., 2003; stein et al., 2010)."
ecology_letters_000411,"coupe, m.d. & cahill, j.f. (2003) effects of insects on primary production in temperate herbaceous communities: a meta-analysis. ecological entomology, 28, 511–521.",TRUE,discussion/conclusion,results/discussion/conclusion,"this trophic flip is likely to contribute to the large variation we observe across herbivore impact studies (coupe & cahill, 2003; jia et al., 2018; schädler et al., 2003), and may arise because invertebrate predators can respond to alternative energy channels independent of plant biomass.; while some studies have suggested that the impact of herbivores on primary production varies as a function of productivity (fraser & grime, 1997), the results of meta- analyses of insect exclusion studies in grasslands have been inconclusive (coupe & cahill, 2003; jia et al., 2018; schädler et al., 2003)."
ecology_letters_000430,"tarka, m., guenther, a., niemelä, p.t., nakagawa, s. & noble, d.w. (2018) sex differences in life history, behavior, and physiology along a slow-fast continuum: a meta-analysis. behavioral ecology and sociobiology, 72(8), 1–13.",TRUE,discussion/conclusion,results/discussion/conclusion,"sex-specific pols have been predicted because of different investment strategies into reproduction (immonen et al., 2018) and were found to be especially pronounced in polygynous systems such as mice (tarka et al., 2018)."
ecology_letters_000430,"moiron, m., laskowski, k.l. & niemelä, p.t. (2020) individual differences in behaviour explain variation in survival: a meta-analysis. ecology letters, 23(2), 399–408.",TRUE,discussion/conclusion,results/discussion/conclusion,"in line with a recent metaanalysis, we showed that high risk-taking behaviour is promoted by poorer nutritional conditions (moiron et al., 2020) albeit only in a forced situation, not when animals could choose to take risks"
ecology_letters_000430,"haave-audet, e., besson, a.a., nakagawa, s. & mathot, k.j. (2022) differences in resource acquisition, not allocation, mediate the relationship between behaviour and fitness: a systematic review and meta-analysis. biological reviews, 97(2), 708–731.",TRUE,introduction,introduction,"theoretical considerations recently suggested heterogeneity in resource availability in the environment and/ or in the effects of behaviours in mediating resource acquisition versus allocation to be responsible for the mixed support of the pols hypothesis (haave-audet et al., 2022; laskowski, moiron, & niemelä, 2021)."
ecology_letters_000430,"arnold, p.a., delean, s., cassey, p. & white, c.r. (2021) meta-analysis reveals that resting metabolic rate is not consistently related to fitness and performance in animals. journal of comparative physiology. b, 191(6), 1097–1110.",TRUE,discussion/conclusion,results/discussion/conclusion,"metabolic rate is thought to be a key driver for a wide range of biological processes (pettersen et al., 2018) and has recently been shown to be positively related to fitness traits (arnold et al., 2021)."
ecology_letters_000441,"rytwinski, t. & fahrig, l. (2012) do species life history traits ex-plain population responses to roads? a meta-analysis. biologicalconservation, 147, 87–98.",TRUE,discussion/conclusion,results/discussion/conclusion,"this could indicate that these speciesare particularly vulnerable to dispersal mortality; for ex-ample, a meta-analysis (rytwinski & fahrig, 2012) foundthat amphibians and reptiles are the taxa suffering thestrongest population-level impacts of roads and traffic."
ecology_letters_000441,"yarnall, a.h., byers, j.e., yeager, l.a. & fodrie, f.j. (2022)comparing edge and fragmentation effects within seagrass com-munities: a meta-analysis. ecology, 103, e3603.",TRUE,introduction,introduction,"while most authors treat habitat loss and fragmentationas indistinguishable, controlling for the effects of habi-tat amount is necessary to assess habitat fragmentationper se (fahrig, 2003, 2017; hadley & betts, 2016; yarnallet al., 2022)"
ecology_letters_000445,"costantini, d. & møller, a.p. (2009) does immune response cause oxidative stress in birds? a meta-analysis. comparative biochemistry and physiology part a: molecular & integrative physiology, 153(3), 339–344.",TRUE,discussion/conclusion,results/discussion/conclusion,"those oscillations matter because they create boom-bust parasite-immune cycles that can harm hosts (via oxidative damage, cellular scenescence, etc.: costantini & møller, 2009)."
ecology_letters_000449,"viechtbauer, w. (2010) conducting meta-analyses in r with the metafor package. journal of statistical software, 36, 1–48. available from: https://doi.org/10.18637/jss.v036.i03",FALSE,NA,NA,NA
ecology_letters_000449,"viechtbauer, w. (2010) conducting meta-analyses
in r with the metafor
package. journal of statistical software, 36, 1–48.",FALSE,NA,NA,NA
ecology_letters_000450,"cadotte, m.w. (2006) dispersal and species diversity: a meta-analysis.
the american naturalist, 167, 913–924.",TRUE,introduction,introduction,"metacommunity ecology has contributed a rich
body of literature showing the influence of dispersal on
the dynamics and diversity of competitive communities
(cadotte, 2006; leibold & chase, 2018; luo et al., 2022)."
ecology_letters_000456,"karban, r., yang, l.h. & edwards, k.f. (2014) volatile communication
 between plants that affects herbivory: a meta-analysis.
 ecology letters, 17, 44–52.",TRUE,discussion/conclusion,results/discussion/conclusion,"in this context, an ever-growing body of literature is showing that vocs emitted by herbivore-damaged plants increase resistance of neighbouring undamaged plants (karban et al., 2014)."
ecology_letters_000467,"liu, h. & stiling, p. (2006) testing the enemy release hypothesis: a
review and meta-analysis.
biological invasions, 8, 1535–1545.",TRUE,discussion/conclusion,results/discussion/conclusion,"however, as we only used seeds collected from plant
populations in the north, we cannot compare the performance
of range-expanders
between their original
and expansion range (liu & stiling, 2006)."
ecology_letters_000467,"zhou, z., wang, c. & luo, y. (2020) meta-analysis
of the impacts of
global change factors on soil microbial diversity and functionality.
nature communications, 11, 3072.",TRUE,introduction,introduction,"it is increasingly acknowledged that changes in soil microbial
communities influence plants and aboveground
biota using plants as resources (hawkes & keitt, 2015;
howard et al., 2020; zhou et al., 2020)."
ecology_letters_000479,"senior, a.m., grueber, c.e., kamiya, t., lagisz, m., o’dwyer, k., santos, e.s.a. et al. (2016) heterogeneity in ecological and
 evolutionary meta-analyses:
 its magnitude and implications.
 ecology, 97, 3293–3299",FALSE,NA,NA,NA
ecology_letters_000479,"viechtbauer, w. (2010) conducting meta-analyses in r with the metafor package. journal of statistical software, 36, 1–48.",FALSE,NA,NA,NA
ecology_letters_000484,"alofs, k.m. & jackson, d.a. (2014) meta-analysis suggests biotic resistance in freshwater environments is driven by consumption rather than competition. ecology, 95, 3259–3270",TRUE,other,other,"specifically, consumptive pressure via predation is thought to be stronger in aquatic systems (alofs & jackson, 2014; other ref); this difference may be because freshwater systems have a higher prevalence of generalist consumers, which cause strong top-down control (alofs & jackson, 2014; other ref); finally, studies have highlighted differences in selective pressure between lakes and streams, suggesting biotic resistance to invasion is weaker in streams (alofs & jackson, 2014; other ref)."
ecology_letters_000484,"van klink, r., bowler, d.e., gongalsky, k.b., swengel, a.b., gentile, a. & chase, j.m. (2020) meta-analysis reveals declines in terrestrial but increases in freshwater insect abundances. science, 368, 417–420",TRUE,introduction,introduction,"however, recent studies suggest that global change drivers may cause divergent biodiversity responses in terrestrial and aquatic communities (other ref; van klink et al., 2020), making it difficult to forecast future biodiversity changes."
ecology_letters_000484,"van klink, r., bowler, d.e., gongalsky, k.b., swengel, a.b., gentile, a. & chase, j.m. (2020) meta-analysis reveals declines in terrestrial but increases in freshwater insect abundances. science, 368, 417–420",TRUE,other,other,"these include studies comparing terrestrial and marine ecosystems (other ref) or less often terrestrial and freshwater systems (van klink et al., 2020)."
ecology_letters_000492,"batary, p., andras, b., kleijn, d. & tscharntke, t. (2011) landscape-moderated biodiversity effects of agri-environmental
 management: a meta-analysis. proceedings of the royal society b-biological
 sciences, 278, 1894–1902.",TRUE,introduction,introduction,"in rural agricultural landscapes, landscape context
 mediates the impacts of local management for arthropod
 richness (reviewed in batary et al., 2011; lichtenberg
 et al., 2017), pollinator abundance and richness (kennedy
 et al., 2013), predation (birkhofer et al., 2016), parasitism
 (jonsson et al., 2015) and pollination (nicholson
 et al., 2017)."
ecology_letters_000492,"glass, g. (1976) primary, secondary, and meta-analysis of research. educational researcher, 10, 3–8.",FALSE,NA,NA,NA
ecology_letters_000492,"harrison, f. (2011) getting started with meta-analysis. methods in ecology & evolution, 2, 1–10.",FALSE,NA,NA,NA
ecology_letters_000492,"howe, c., suich, h., vira, b. & mace, g.m. (2014) creating win-wins
 from trade-offs? ecosystem services for human well-being: a
 meta-analysis of ecosystem service trade-offs and synergies
 in the real world. global environmental change, 28, 263–275.",TRUE,introduction,introduction,"while recent work reveals that es categories can exhibit
 synergies and trade-offs (positive/negative correlations)
 (smith et al., 2013), little is known about relationships
 between biodiversity and es within urban landscapes
 (howe et al., 2014) and the role of local habitat management
 and landscape composition as underlying mechanisms
 regulating trade-offs and synergies (boerema et al., 2017; dade et al., 2019; hatt et al., 2018)."
ecology_letters_000492,"howe, c., suich, h., vira, b. & mace, g.m. (2014) creating win-wins
 from trade-offs? ecosystem services for human well-being: a
 meta-analysis of ecosystem service trade-offs and synergies
 in the real world. global environmental change, 28, 263–275.",TRUE,discussion/conclusion,results/discussion/conclusion,"while recent reviews have described an abundance of both es synergies (dade et al., 2019) and es trade-offs, they have also expressed concern over reporting biases that may influence interpretations of such trade-offs (howe et al., 2014)."
ecology_letters_000492,"langellotto, g.a. & denno, r.f. (2004) responses of invertebrate
 natural enemies to complex-structured habitats: a meta-analytical
 synthesis. oecologia, 139(1), 1–10.",TRUE,discussion/conclusion,results/discussion/conclusion,"likewise, urban floral richness
 (correlated with herbaceous plant richness in our study)
 is highly predictive of pollinator diversity and abundance
 (ballare et al., 2019), and vegetation complexity correlates
 with abundance and richness of natural enemies
 (langellotto & denno, 2004) especially in highly urbanized
 landscapes (bennett & gratton, 2012)."
ecology_letters_000493,"bakbergenuly, i., hoaglin, d.c.& kulinskaya, e.(2020) estimationin meta-analyses of response ratios. bmc medical researchmethodology, 20, 263",FALSE,NA,NA,NA
ecology_letters_000493,"berkey, c.s., hoaglin, d.c., mosteller, f.& colditz, g.a.(1995) arandom- effects regression model for meta-analysis. statistics inmedicine, 14, 395– 411.",FALSE,NA,NA,NA
ecology_letters_000493,"bird, g., kaczvinsky, c., wilson, a.e.& hardy, n.b.(2019) whendo herbivorous insects compete? a phylogenetic meta-analysis.ecology letters, 22, 875– 883.",TRUE,other,other,"bird et al. (2019) conducted a meta-analysis exploringthe impacts of competition on herbivorous insect fit-ness when occupying a host plant with another speciesor in isolation. in brief, they collected data on a series offitness measurements (e.g. abundance, body size, devel-opment time, fecundity; see table 2 in bird et al., 2019)and quantified the impact of competition on those meas-ures using phylogenetic multilevel meta-analyses (cinaret al., 2022; appendix s1).; we use amultilevel meta-analytic model (equation 13) to esti-mate the overall impact of competition on focal insectfitness (i.e. intercept or overall meta-analytic mean)while controlling for phylogeny, research group andresearch year (as per the analysis by bird et al., 2019)."
ecology_letters_000493,"borenstein, m., higgins, j.p.t., hedges, l.v.& rothstein, h.r.(2017)basics of meta-analysis: i2 is not an absolute measure of hetero-geneity. research synthesis methods, 8, 5–18",FALSE,NA,NA,NA
ecology_letters_000493,"buck, r.j., fieberg, j.& larkin, d.j.(2022) the use of weighted av-erages of hedges' d in meta-analysis: is it worth it?methods inecology and evolution, 13, 1093–1105.",FALSE,NA,NA,NA
ecology_letters_000493,"cinar, o., nakagawa, s.& viechtbauer, w.(2022) phylogenetic mul-tilevel meta-analysis: a simulation study on the importance ofmodelling the phylogeny. methods in ecology and evolution, 13,383–395.",FALSE,NA,NA,NA
ecology_letters_000493,"doncaster, c.p.& spake, r.(2018) correction for bias in meta-analysisof little-replicated studies. methods in ecology and evolution, 9,634– 644.",FALSE,NA,NA,NA
ecology_letters_000493,"ellington, e.h., bastille-rousseau, g., austin, c., landolt, k.n.,pond, b.a., rees, e.e.et al. (2015) using multiple imputation toestimate missing data in meta-regression. methods in ecologyand evolution, 6, 153–163.",FALSE,NA,NA,NA
ecology_letters_000493,"gurevitch, j.& hedges, l.v.(2001) meta-analysis: combining resultsof independent experiments. in: design and analysis of ecologicalexperiments. oxford: oxford university press, pp. 347–369.",FALSE,NA,NA,NA
ecology_letters_000493,"hedges, l.v., gurevitch, j.& curtis, p.s.(1999) the meta-analysis ofresponse ratios in experimental ecology. ecology, 80, 1150–1156.",FALSE,NA,NA,NA
ecology_letters_000493,"hedges, l.v.& olkin, i.(1985) statistical methods for meta- analysis.orlando: academic press.",FALSE,NA,NA,NA
ecology_letters_000493,"higgins, j.p.t.& thompson, s.g.(2002) quantifying heterogeneity ina meta-analysis. statistics in medicine, 21, 1539–1558.",FALSE,NA,NA,NA
ecology_letters_000493,"higgins, j.p.t., thompson, s.g., deeks, j.j.& altman, d.g.(2003)measuring inconsistency in meta-analyses. british medicaljournal, 327, 557–560.",FALSE,NA,NA,NA
ecology_letters_000493,"hunter, j.e.& schmidt, f.l.(1990) methods of meta- analysis: correct-ing error and bias in research findings. london: sage, newburypark.",FALSE,NA,NA,NA
ecology_letters_000493,"kambach, s., bruelheide, h., gerstner, k., gurevitch, j., beckmann,m.& seppelt, r.(2020) consequences of multiple imputation ofmissing standard deviations and sample sizes in meta-analysis.ecology and evolution, 10, 11699–11712",FALSE,NA,NA,NA
ecology_letters_000493,"koricheva, j.& gurevitch, j.(2014) uses and misuses of meta-analysisin plant ecology. journal of ecology, 102, 828– 844.",FALSE,NA,NA,NA
ecology_letters_000493,"lajeunesse , m.j. ( 2015 ) bias and correction for the log response ratioin ecological meta-analysis . ecology , 96 , 2056 – 2063 .",FALSE,NA,NA,NA
ecology_letters_000493,"lin, l.f.& aloe, a.m.(2021) evaluation of various estimators forstandardized mean difference in meta-analysis. statistics inmedicine, 40, 403– 426.",FALSE,NA,NA,NA
ecology_letters_000493,"mcdonald, s.e., lawrence, r., kendal, l.& rader, r.(2019)ecological, biophysical and production effects of incorporat-ing rest into grazing regimes: a global meta-analysis. journal ofapplied ecology, 56, 2723–2731.",TRUE,other,other,"using this example, we show how each approach is implemented inthe supplement (appendix s3) along with an additionalexample (mcdonald et al., 2019; appendix s4)."
ecology_letters_000493,"nakagawa, s., noble, d.w., senior, a.m.& lagisz, m.(2017) meta-evaluation of meta-analysis: ten appraisal questions for biolo-gists. bmc biology, 15, 18.",FALSE,NA,NA,NA
ecology_letters_000493,"nakagawa, s., poulin, r., mengersen, k., reinhold, k., engqvist, l.,lagisz, m.et al. (2015) meta-analysis of variation: ecological andevolutionary applications and beyond. methods in ecology andevolution, 6, 143–152",FALSE,NA,NA,NA
ecology_letters_000493,"nakagawa, s.& santos, e.s.a.(2012) methodological issues and ad-vances in biological meta-analysis. evolutionary ecology, 26,1253–1274.",FALSE,NA,NA,NA
ecology_letters_000493,"nakagawa, s., senior, a.m., viechtbauer, w.& noble, d.w.a.(2022)an assessment of statistical methods for nonindependent data inecological meta-analyses: comment. ecology, 103, e03490",FALSE,NA,NA,NA
ecology_letters_000493,"noble, d.w.a., lagisz, m., o'dea, r.e.& nakagawa, s.(2017)nonindependence and sensitivity analyses in ecological and evo-lutionary meta-analyses. molecular ecology, 26, 2410–2425.",FALSE,NA,NA,NA
ecology_letters_000493,"o'dea, r.e., lagisz, m., jennions, m.d., koricheva, j., noble,d.w.a., parker, t.h.et al. (2021) preferred reporting items forsystematic reviews and meta-analyses in ecology and evolu-tionary biology: a prisma extension. biological reviews, 96,1695–1722",FALSE,NA,NA,NA
ecology_letters_000493,"senior, a.m., grueber, c.e., kamiya, t., lagisz, m., o'dwyer, k.,santos, e.s.a.et al. (2016) heterogeneity in ecological and evolu-tionary meta-analyses: its magnitude and implications. ecology,97, 3293–3299.",FALSE,NA,NA,NA
ecology_letters_000493,"senior, a.m., viechtbauer, w.& nakagawa, s.(2020) revisiting andexpanding the meta-analysis of variation: the log coefficient ofvariation ratio. research synthesis methods, 11, 553–567.",FALSE,NA,NA,NA
ecology_letters_000493,"vachon, h., viechtbauer, w., rintala, a.& myin- germeys, i.(2019)compliance and retention with the experience sampling methodover the continuum of severe mental disorders: meta-analysisand recommendations. journal of medical internet research, 21,e14475.",TRUE,other,other,"alternatively, we could estimate the weighted average using a multilevel meta-analysis of lncv (nakagawaet al., 2015; cf. vachon et al., 2019)."
ecology_letters_000493,"viechtbauer, w.(2010) conducting meta-analyses in r with the meta-for package. journal of statistical software, 36, 1– 48.",FALSE,NA,NA,NA
ecology_letters_000493,"xiong, c.j., miller, j.p.& morris, j.c.(2010) measuring study-specific heterogeneity in meta-analysis: application to an an-tecedent biomarker study of alzheimer's disease. statistics inbiopharmaceutical research, 2, 300–309.",FALSE,NA,NA,NA
ecology_letters_000493,"spake, r., o'dea, r.e., nakagawa, s., doncaster, c.p., ryo, m.,callaghan, c.t.et al. (2022) improving quantitative synthesis toachieve generality in ecology. nature ecology and evolution, 6,1818–1828.",FALSE,NA,NA,NA
ecology_letters_000494,"bonett, d.g. (2009) meta-analytic interval estimation for standardized and unstandardized mean differences. psychological methods, 14, 225–238.",FALSE,NA,NA,NA
ecology_letters_000494,"chamberlain, s.a., hovick, s.m., dibble, c.j., rasmussen, n.l., van allen, b.g., maitner, b.s. et al. (2012) does phylogeny matter? assessing the impact of phylogenetic information in ecological meta-analysis. ecology letters, 15, 627–636",FALSE,NA,NA,NA
ecology_letters_000494,"fayard, m., dechaume-moncharmont, f.-x., wattier, r. & perrotminnot, m.-j. (2020) magnitude and direction of parasiteinduced phenotypic alterations: a meta-analysis in acanthocephalans. biological reviews, 95, 1233–1251.",TRUE,introduction,introduction,"indeed, in a recent meta-analysis on the manipulation of intermediate hosts by their trophically-transmitted parasites, fayard et al. (2020) found that these parasites increased predation for infected hosts."
ecology_letters_000494,"fayard, m., dechaume-moncharmont, f.-x., wattier, r. & perrotminnot, m.-j. (2020) magnitude and direction of parasiteinduced phenotypic alterations: a meta-analysis in acanthocephalans. biological reviews, 95, 1233–1251.",TRUE,methods,methods,"we also included a total of 14 studies identified from three previous meta-analyses (fayard et al., 2020; other ref), and searched for papers that cited those already included in our database, garnering a further 36 studies."
ecology_letters_000494,"fayard, m., dechaume-moncharmont, f.-x., wattier, r. & perrotminnot, m.-j. (2020) magnitude and direction of parasiteinduced phenotypic alterations: a meta-analysis in acanthocephalans. biological reviews, 95, 1233–1251.",TRUE,discussion/conclusion,results/discussion/conclusion,"we found that trophically-transmitted parasites were consistently associated with hosts experiencing negative outcomes to interspecific interactions, confirming the results of fayard et al. (2020)"
ecology_letters_000494,"flick, a.j., acevedo, m.a. & eldred, b.d. (2016) the negative effects of pathogen-infected prey on predators: a meta-analysis. oikos, 125, 1554–1560.",TRUE,methods,methods,"we also included a total of 14 studies identified from three previous meta-analyses (other ref; flick et al., 2016), and searched for papers that cited those already included in our database, garnering a further 36 studies"
ecology_letters_000494,"flick, a.j., acevedo, m.a. & eldred, b.d. (2016) the negative effects of pathogen-infected prey on predators: a meta-analysis. oikos, 125, 1554–1560.",TRUE,discussion/conclusion,results/discussion/conclusion,"our results add to this work, as well as that incorporating the effects of parasites into community ecology (flick et al., 2016; other ref)"
ecology_letters_000494,"gurevitch, j. & hedges, l.v. (1999) statistical issues in ecological meta-analyses. ecology, 80, 1142–1149",FALSE,NA,NA,NA
ecology_letters_000494,"gurevitch, j., morrison, j.a. & hedges, l.v. (2000) the interaction between competition and predation: a meta-analysis of field experiments. the american naturalist, 155, 435–453",TRUE,discussion/conclusion,results/discussion/conclusion,"moreover, feedbacks between interactions are common; for example predation not only interacts with and affects competition (other ref), but the strength of competition also depends on the intensity of predation (gurevitch et al., 2000; other ref); previous work on synthesising multiple interaction effects has found that not only can one species interaction impact another (other ref) but also that the strength of species interactions are often dependent on other species interactions (gurevitch et al., 2000)."
ecology_letters_000494,"hoeksema, j.d., chaudhary, v.b., gehring, c.a., collins johnson, n., karst, j., koide, r.t. et al. (2010) a meta-analysis of contextdependency in plant response to inoculation with mycorrhizal fungi. ecology letters, 13, 394–407",TRUE,methods,methods,"we also excluded studies that analysed effects of endosymbiotic bacteria wolbachia and mycorrhizal fungi on host organisms, as both wolbachia (other ref) and mycorrhizal fungi (hoeksema et al., 2010) are defined as mutualists that can become “parasitic” and thus are not true parasites, as well as excluding studies that used heatkilled parasites, as this limited effects of the parasite as seen when allowed to normally infect its host."
ecology_letters_000494,"nakagawa, s., poulin, r., mengersen, j., reinhold, k., engqvist, l., lagisz, m. et al. (2015) meta-analysis of variation: ecological and evolutionary applications and beyond. methods in ecology and evolution, 6, 143–152",FALSE,NA,NA,NA
ecology_letters_000494,"nakagawa, s. & santos, e.s.a. (2012) methodological issues and advances in biological meta-analysis. evolutionary ecology, 26, 1253–1274.",FALSE,NA,NA,NA
ecology_letters_000494,"risely, a., klaasen, m. & hoye, b.j. (2017) migratory animals feel the cost of getting sick: a meta-analysis across species. journal of animal ecology, 87, 301–314.",TRUE,discussion/conclusion,results/discussion/conclusion,"indeed, risely et al. (2017) found in a metaanalysis of the effects of parasitism on host migration that increasing intensity was associated with decreases in host movement, phenology and survival."
ecology_letters_000494,"salameh, j.-p., bossuyt, p.m., mcgrath, t.a., thombs, b.d., hyde, c.j., macaskill, p. et al. (2020) preferred reporting items for systematic review and meta-analysis of diagnostic test accuracy studies (prisma-dta): explanation, elaboration, and checklist. the british medical journal, 370, m2632",FALSE,NA,NA,NA
ecology_letters_000494,"sánchez, c.a., becker, d.j., teitelbaum, c.s., barriga, p., brown, l.m., majewska, a.a. et al. (2018) on the relationship between body condition and parasite infection in wildlife: a review and meta-analysis. ecology letters, 21, 1869–1884",TRUE,discussion/conclusion,results/discussion/conclusion,"further, in a meta-analysis of host body condition and parasite infection, sánchez et al. (2018) showed that body condition decreased as infection intensity increased."
ecology_letters_000494,"viechtbauer, w. (2005) bias and efficiency of meta-analytic variance estimators in the random-effects model. journal of educational and behavioral statistics, 30, 261–293.",FALSE,NA,NA,NA
ecology_letters_000494,"viechtbauer, w. (2010) conducting meta-analyses in r with the metafor package. journal of statistical software, 36, 1–48",FALSE,NA,NA,NA
nature_ecology_and_evolution_000013,"zvereva, e. l. & kozlov, m. v. latitudinal gradient in the intensity of biotic interactions in terrestrial ecosystems: sources of variation and differences from the diversity gradient revealed by meta‐analysis. ecol. lett. 24, 2506–2520 (2021).",TRUE,introduction,introduction,"one possible cause of this pattern, supported by recent empirical evidence14,15,16,17,18, is that antagonistic species interactions become more intense toward the tropics9,12,13 owing to the increased biodiversity, density or activity levels in the more productive, warmer and more seasonally stable tropics (reviewed by ref. 19)."
nature_ecology_and_evolution_000031,"zschaeck, s. et al. individual patient data meta-analysis of fmiso
and faza hypoxia pet scans from head and neck cancer patients
undergoing definitive radio-chemotherapy. radiother. oncol. 149,
189–196 (2020).",TRUE,other,other,"high levels of
hypoxia are associated with poor prognosis in multiple cancers46–48."
nature_ecology_and_evolution_000035,NA,NA,NA,NA,NA
nature_ecology_and_evolution_000040,"anderegg, w. r. l. l. et al. meta-analysis reveals that hydraulic traits explain cross-species patterns of drought-induced tree mortality across the globe. proc. natl acad. sci usa 113, 5024–5029 (2016).",TRUE,introduction,introduction,"previous studies have shown that plant hydraulic traits have the potential to improve our capacity to understand and predict dim11 and drought impacts on ecosystem fluxes12,13, as well as the community dynamics14,15 emerging from these processes.; the probability of suffering hydraulic failure (that is, hydraulic risk)11,24 is commonly quantified with the hydraulic safety margin (hsm), which is the difference between the minimum observed water potential in the xylem (pmin, a measure of drought exposure reflecting plant hydraulic regulation at the tissue level) and the water potential causing 50% or 88% of hydraulic conductivity loss (p50 and p88, measuring vulnerability to xylem embolism)25,26."
nature_ecology_and_evolution_000040,"anderegg, w. r. l. l. et al. meta-analysis reveals that hydraulic traits explain cross-species patterns of drought-induced tree mortality across the globe. proc. natl acad. sci usa 113, 5024–5029 (2016).",TRUE,results,results/discussion/conclusion,"some species (particularly angiosperms) may be adapted to recover from embolism by refilling conduits, resprouting from branch nodes below dead tissues or radial growth following drought relief11."
nature_ecology_and_evolution_000052,"ulrich, w., ollik, m. & ugland, k. i. a meta-analysis of speciesabundance distributions. oikos 119, 1149–1155 (2010).",TRUE,introduction,introduction,"this problem may be overcome by using synthesis approaches, looking at many different datasets at once (for example, refs. 16,23) or by using data at the global scale24,25, since in such a ‘closed’ system, local-scale immigration and emigration effects can be excluded"
nature_ecology_and_evolution_000052,"ulrich, w., ollik, m. & ugland, k. i. a meta-analysis of speciesabundance distributions. oikos 119, 1149–1155 (2010).",TRUE,discussion/conclusion,results/discussion/conclusion,"species could be contrasted in different ways (see refs. 23,34,35), for example, by speciation rate, body size, feeding types or at lower phylogenetic branching levels than class"
nature_ecology_and_evolution_000053,NA,NA,NA,NA,NA
nature_ecology_and_evolution_000056,NA,NA,NA,NA,NA
nature_ecology_and_evolution_000066,"zoubarev, a. et al. gemma: a resource for the reuse, sharing and meta-analysis of expression profiling data. bioinformatics 28, 2272–2273 (2012).",FALSE,NA,NA,NA
nature_ecology_and_evolution_000079,"sabater, s. et al. extreme weather events threaten biodiversity and functions of river ecosystems: evidence from a meta-analysis. biol. rev. 98, 450–461 (2023).",TRUE,introduction,introduction,"considerable evidence from native species has shown that ewes can cause declines in population abundances and species richness, restructure community composition and limit post-event recovery across ecosystems7–13."
nature_ecology_and_evolution_000079,"davidson, a. m., jennions, m. & nicotra, a. b. do invasive species show higher phenotypic plasticity than native species and, if so, is it adaptive? a meta-analysis. ecol. lett. 14, 419–431 (2011).",TRUE,discussion/conclusion,results/discussion/conclusion,"non-native species also often have higher plasticity than native species18,31,32."
nature_ecology_and_evolution_000079,"weaving, h., terblanche, j. s., pottier, p. & english, s. meta-analysis reveals weak but pervasive plasticity in insect thermal limits. nat. commun. 13, 5292 (2022).",TRUE,discussion/conclusion,results/discussion/conclusion,these findings support a previous insect study revealing that life history plasticity was weak in insect responses to extreme temperatures37.
